name,pname,cityname,adname,townName,address,tel,location,id,tag,pcode,parent,distance,importance,biz_ext,biz_type,recommend,type,photos,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,children,alias,event,entr_location,indoor_map,email,timestamp,website,adcode,postcode,match,business_area,indoor_data,childtype,exit_location,shopid,navi_poiid,groupbuy_num,isin_region,查询关键词,手机号识别,gcj02_lng,gcj02_lat,行业大类,行业子类
西安科技大学雁塔校区化学与化工学院,陕西省,西安市,碑林区,,雁塔路58号,,"108.962608,34.234243",B0FFF9W8DS,,,B001D09TBC,[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.962608,34.234243,科教文化服务,学校
西安科技大学雁塔校区材料科学与工程学院,陕西省,西安市,碑林区,,雁塔北路58号附近,,"108.962608,34.234243",B0FFF9W8DR,,,B001D09TBC,[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.962608,34.234243,科教文化服务,学校
西安交通大学财经校区教学楼,陕西省,西安市,雁塔区,,小寨路街道雁塔西路74号,,"108.944375,34.217224",B0FFGFQ0ZR,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.944375,34.217224,科教文化服务,学校
长安南路小学,陕西省,西安市,雁塔区,,长安南路396号,029-85360655,"108.946328,34.212746",B0FFF9WIQS,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.946328,34.212746,科教文化服务,学校
曲江香都幼儿园,陕西省,西安市,雁塔区,,天地源曲江香都,,"108.983076,34.184434",B0FFIK83VY,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.983076,34.184434,科教文化服务,学校
王志平美术博物馆,陕西省,西安市,长安区,,神舟四路,,"108.973844,34.160338",B0FFM3AGC8,,,B001D14V25,[],[],[],[],,科教文化服务;博物馆;博物馆,[],,,140100,0,[],,,,,,,,,,,,,,,202,,[],,,yes,,0,108.973844,34.160338,科教文化服务,博物馆
南街小学,陕西省,西安市,长安区,,青年南街71号,029-85291682,"108.94374,34.151004",B001D09STR,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.94374,34.151004,科教文化服务,学校
天子幼儿园,陕西省,西安市,长安区,,太乙镇新南村,,"109.018040,34.060305",B001D09SEC,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.01804,34.060305,科教文化服务,学校
东方教育(长安校区),陕西省,西安市,长安区,,青年节与青年南街的交叉口附近(长安第三中学的斜对面),029-84153918,"108.943095,34.152859",B001D0ZM2Z,,,[],[],[],[],[],,科教文化服务;培训机构;培训机构,[],,,141400,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.943095,34.152859,科教文化服务,培训机构
国网陕西省电力公司电力科学研究院,陕西省,西安市,长安区,,航天中路669号,029-89698441,"108.987214,34.160303",B0FFGB5WSA,,,[],[],[],[],[],,科教文化服务;科研机构;科研机构,[],,,141300,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.987214,34.160303,科教文化服务,科研机构
西安市长安区第十一中学,陕西省,西安市,长安区,,大兆街道大兆村南32号,029-85879346;029-85879791,"109.054607,34.130995",B001D08XOK,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.054607,34.130995,科教文化服务,学校
西安市航天城第二中学,陕西省,西安市,长安区,,航腾路与京东大道西南角,,"108.981214,34.13672",B0FFMAXNXS,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.981214,34.13672,科教文化服务,学校
西安信息大学信息学院,陕西省,西安市,长安区,,常宁大街370号,029-85610685;029-85610689,"108.942624,34.116058",B0FFM7BC5U,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.942624,34.116058,科教文化服务,学校
巨人学校(航天校区),陕西省,西安市,长安区,,北长安街路东鸿鼎福门第1幢1层1号,029-85606098,"108.945512,34.161895",B001D0VT8S,,,[],[],[],[],[],,科教文化服务;培训机构;培训机构,[],,,141400,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.945512,34.161895,科教文化服务,培训机构
何家营小学,陕西省,西安市,长安区,,何家营,,"108.940305,34.129998",B001D0VTNA,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.940305,34.129998,科教文化服务,学校
西安山木培训学校(航天城校区),陕西省,西安市,长安区,,航天城地铁口C口直走100米韦曲老街口,029-85284491;029-85284492,"108.944684,34.156461",B001D0ZOJ2,,,[],[],[],[],[],,科教文化服务;培训机构;培训机构,[],,,141400,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.944684,34.156461,科教文化服务,培训机构
西安市长安区教师进修学校,陕西省,西安市,长安区,,青年南街103号,029-85292967,"108.945370,34.150884",B001D03RNS,,,[],[],[],[],[],,科教文化服务;学校;成人教育,[],,,141205,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.94537,34.150884,科教文化服务,学校
阿斯顿英语(长安校区),陕西省,西安市,长安区,,北长安街188号和晖大厦2层,,"108.945600,34.163367",B001D0VVP5,,,B001D0WH16,[],[],[],[],,科教文化服务;培训机构;培训机构,[],,,141400,0,[],,,,,,,,,,,,,,,202,,[],,,yes,,0,108.9456,34.163367,科教文化服务,培训机构
长安区兴国中学,陕西省,西安市,长安区,,南长安街259号,029-85622211,"108.947674,34.147244",B001D0VG9Q,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.947674,34.147244,科教文化服务,学校
西安市长安区明珠幼儿园,陕西省,西安市,长安区,,韦曲皂河路,,"108.937293,34.153198",B001D06RKC,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.937293,34.153198,科教文化服务,学校
好运石陨石博物馆,陕西省,西安市,长安区,,神州四路航创国际广场A座1-102,,"108.973950,34.160463",B0H6Z5T68I,,,B001D0VQPH,[],[],[],[],,科教文化服务;博物馆;博物馆,[],,,140100,0,[],,,,,,,,,,,,,,,202,,[],,,yes,,0,108.97395,34.160463,科教文化服务,博物馆
西安常宁宫会议培训中心,陕西省,西安市,长安区,,王曲街办鱼包头甲字1号,029-85679988;029-85679132,"108.941037,34.106736",B0FFF35PH8,,,[],[],[],[],[],,科教文化服务;培训机构;培训机构,[],,,141400,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.941037,34.106736,科教文化服务,培训机构
航天城第四小学,陕西省,西安市,长安区,,航天基地飞天路,,"108.982368,34.161929",B0FFMGA4IB,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.982368,34.161929,科教文化服务,学校
航天城第三幼儿园,陕西省,西安市,长安区,,航天基地航拓路山水乐居小区内,,"108.995514,34.163441",B0G2UX69JS,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.995514,34.163441,科教文化服务,学校
西安航天城中心幼儿园,陕西省,西安市,长安区,,飞天路英郡年华国际社区西南侧约240米,,"108.986672,34.161776",B0H15ZUEFQ,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.986672,34.161776,科教文化服务,学校
西安航天城第十二幼儿园,陕西省,西安市,长安区,,航天基地神舟四路与启航路十字东北角,,"108.975234,34.148789",B0H1AC504B,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.975234,34.148789,科教文化服务,学校
西安航天城第十四幼儿园,陕西省,西安市,雁塔区,,神舟六路陕建翠园锦绣内16号楼,029-85836511,"108.991695,34.170624",B0H12A7OGL,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.991695,34.170624,科教文化服务,学校
航天幼儿园(民生路),陕西省,西安市,雁塔区,,航天大道19号,,"108.98861,34.170701",B0FFG8PV2L,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.98861,34.170701,科教文化服务,学校
西安交大附中航天分校,陕西省,西安市,长安区,,航天南路180号东南方向60米,029-89689922,"108.973884,34.144213",B0FFHCD0FX,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.973884,34.144213,科教文化服务,学校
泽平文化传媒有限公司,陕西省,西安市,长安区,,国家民用航天产业基地飞天路588号北航科技园1号楼1004室,029-89680001,"108.976207,34.161369",B0FFIXDL19,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.976207,34.161369,科教文化服务,科教文化场所
西安航天城第二小学,陕西省,西安市,长安区,,包茂高速附近,,"108.998941,34.146133",B0FFGO4960,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.998941,34.146133,科教文化服务,学校
陕西华夏教育科学研究院,陕西省,西安市,长安区,,神舟六路(西安·航天城内),,"108.989491,34.162970",B0GR9RQ42Y,,,[],[],[],[],[],,科教文化服务;科研机构;科研机构,[],,,141300,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.989491,34.16297,科教文化服务,科研机构
西安市航天城紫禁长安幼儿园,陕西省,西安市,长安区,,航天城航拓路北京师范大学,029-89696299,"108.978673,34.163925",B0FFGVWNMH,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.978673,34.163925,科教文化服务,学校
陕西煤业化工技术研究院,陕西省,西安市,长安区,,航天东路航开路口,,"108.991411,34.144242",B0FFHWW49R,,,[],[],[],[],[],,科教文化服务;科研机构;科研机构,[],,,141300,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.991411,34.144242,科教文化服务,科研机构
泛象空间,陕西省,西安市,长安区,,樊川路新村,,"108.976498,34.128108",B0G33R0D07,,,[],[],[],[],[],,科教文化服务;展览馆;展览馆,[],,,140200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.976498,34.128108,科教文化服务,展览馆
西安航天国际会议中心,陕西省,西安市,长安区,,京东大道与少陵路交叉路口往西北约110米,,"108.983127,34.133820",B0G2Z7IP4T,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.983127,34.13382,科教文化服务,科教文化场所
留村中学,陕西省,西安市,长安区,,引镇北留村13组,,"109.078739,34.102962",B001D0WI5Y,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.078739,34.102962,科教文化服务,学校
星光幼儿园(青年北街),陕西省,西安市,长安区,,青年北街230号,,"108.940228,34.156113",B001D03438,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.940228,34.156113,科教文化服务,学校
公园世家幼儿园,陕西省,西安市,雁塔区,,春临四路与公田二路交叉路口东侧(大华公园世家6期),,"108.987019,34.175862",B0FFGZZAMJ,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.987019,34.175862,科教文化服务,学校
引镇街道天王小学,陕西省,西安市,长安区,,引镇街道,,"109.128991,34.088176",B0H6SD00IF,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.128991,34.088176,科教文化服务,学校
中海城幼儿园,陕西省,西安市,雁塔区,,公田一路中海城西侧,,"108.976079,34.184784",B0FFGVXZ6R,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.976079,34.184784,科教文化服务,学校
陕西师范大学民族教育学院,陕西省,西安市,雁塔区,,长安南路199号,,"108.950703,34.202493",B0FFFDDMZB,,,B0FFF2Q3H0,[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.950703,34.202493,科教文化服务,学校
陕西师范大学人文社科基础教学部,陕西省,西安市,雁塔区,,长安南路199号陕西师范大学雁塔校区,,"108.950762,34.202384",B0FFFDD0PI,,,B0FFF2Q3H0,[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.950762,34.202384,科教文化服务,学校
陕西师范大学雁塔校区教学5号楼,陕西省,西安市,雁塔区,,长安南路199号陕西师范大学雁塔校区,,"108.948634,34.202185",B001D12GDD,,,B0FFF2Q3H0,[],[],[],[],,科教文化服务;学校;学校,[],,,141200,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.948634,34.202185,科教文化服务,学校
陕西师范大学雁塔校区逸夫音乐楼,陕西省,西安市,雁塔区,,长安南路199号陕西师范大学雁塔校区,,"108.951161,34.202744",B001D0Z7UG,,,B0FFF2Q3H0,[],[],[],[],,科教文化服务;学校;学校,[],,,141200,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.951161,34.202744,科教文化服务,学校
陕西师范大学雁塔校区教学6号楼,陕西省,西安市,雁塔区,,长安南路199号陕西师范大学雁塔校区,,"108.949902,34.202144",B001D1429N,,,B0FFF2Q3H0,[],[],[],[],,科教文化服务;学校;学校,[],,,141200,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.949902,34.202144,科教文化服务,学校
西安市长安区第六中学,陕西省,西安市,长安区,,引镇北街23号,029-85886337,"109.102632,34.085989",B001D08X4U,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.102632,34.085989,科教文化服务,学校
凌舞蓝海会议中心,陕西省,西安市,长安区,,汤峪镇史家寨库峪河畔,029-68039111,"109.139614,34.082377",B0FFHOHIT9,,,[],[],[],[],[],,科教文化服务;会展中心;会展中心,[],,,140300,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.139614,34.082377,科教文化服务,会展中心
长安九中,陕西省,西安市,长安区,,鸣犊镇二圣宫村甲字一号,,"109.124483,34.141588",B001D0VQL1,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.124483,34.141588,科教文化服务,学校
魏寨中学,陕西省,西安市,长安区,,魏寨北街48号,029-85831689,"109.170031,34.106516",B001D08PWM,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.170031,34.106516,科教文化服务,学校
新苗幼儿园(长安区鸣犊医院东),陕西省,西安市,长安区,,鸣犊东街广发陶瓷鸣犊营销中心西100米,,"109.113486,34.125341",B001D0Z3UL,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.113486,34.125341,科教文化服务,学校
宝宝幼儿园(孟村卫生院东),陕西省,西安市,蓝田县,,101县道保宏泡馍馆旁,029-82912131,"109.222594,34.161817",B001D08PNA,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.222594,34.161817,科教文化服务,学校
引镇初级中学,陕西省,西安市,长安区,,太兴南路25,,"109.11044,34.076607",B001D03D5F,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.11044,34.076607,科教文化服务,学校
长安区鸣犊广播电视站,陕西省,西安市,长安区,,鸣犊东街正东方向155米,,"109.113883,34.124695",B0FFL72TWA,,,[],[],[],[],[],,科教文化服务;传媒机构;电视台,[],,,141101,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.113883,34.124695,科教文化服务,传媒机构
魏寨街道彭村小学,陕西省,西安市,长安区,,[],,"109.146669,34.112413",B0H2T7P1RD,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.146669,34.112413,科教文化服务,学校
西安市长安区第三中学,陕西省,西安市,长安区,,韦曲镇青年街61号,029-85292558,"108.943863,34.15372",B001D08ZF7,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.943863,34.15372,科教文化服务,学校
长安区引镇街道枣园小学,陕西省,西安市,长安区,,[],,"109.122819,34.074318",B0FFLB7EH1,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.122819,34.074318,科教文化服务,学校
引镇盼盼幼儿园,陕西省,西安市,长安区,,引镇街道736车场向北100米左转,029-85883985,"109.101555,34.077097",B0FFLAHTSK,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.101555,34.077097,科教文化服务,学校
留公幼儿园,陕西省,西安市,长安区,,马鸣路鸣犊镇留公小学北侧约50米,,"109.090852,34.138426",B0FFLEETMQ,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.090852,34.138426,科教文化服务,学校
新蕾幼儿园,陕西省,西安市,长安区,,杨庄街道侯官寨村,029-85823009,"109.134951,34.054752",B0FFMDAD62,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.134951,34.054752,科教文化服务,学校
长安区魏寨广播电视站,陕西省,西安市,长安区,,魏寨北街(魏寨汽车站西南侧约150米),,"109.174536,34.107858",B0FFL5UHD4,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.174536,34.107858,科教文化服务,科教文化场所
魏寨街道白庙幼儿园,陕西省,西安市,长安区,,魏寨街道白庙村353乡道,,"109.196790,34.109502",B0HUTAYBL3,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.19679,34.109502,科教文化服务,学校
西安市长安区鸣犊街道师村小学,陕西省,西安市,长安区,,半引路东150米,,"109.087546,34.165035",B0G13Z2FCM,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.087546,34.165035,科教文化服务,学校
金星宝宝幼儿园,陕西省,西安市,长安区,,[],,"109.108419,34.150199",B0HBT75LY5,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.108419,34.150199,科教文化服务,学校
西安市白鹿原高级中学,陕西省,西安市,蓝田县,,101县道南150米,029-82911352,"109.221195,34.161284",B0FFKSPOTQ,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.221195,34.161284,科教文化服务,学校
延安大学西安创新学院,陕西省,西安市,长安区,,皂河路2号,029-83113196;029-83113076,"108.93736,34.152405",B001D07501,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.93736,34.152405,科教文化服务,学校
西安市长安区第一中学,陕西省,西安市,长安区,,韦曲街办西四府村甲字2号,029-85991591;029-85837293,"108.966332,34.136411",B001D046F6,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.966332,34.136411,科教文化服务,学校
陕西职业技术学院(长安校区),陕西省,西安市,长安区,,西杨万甲字1号,029-85646800,"108.990568,34.121908",B001D03477,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.990568,34.121908,科教文化服务,学校
长安美术馆,陕西省,西安市,长安区,,北长安街111号,,"108.945112,34.158882",B001D06B3M,,,[],[],[],[],[],,科教文化服务;美术馆;美术馆,[],,,140400,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.945112,34.158882,科教文化服务,美术馆
实验幼儿园(韦曲老街),陕西省,西安市,长安区,,韦曲老街供销社家属院东院老街幼儿园旁,029-85282688,"108.945966,34.157177",B001D06X5C,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.945966,34.157177,科教文化服务,学校
春光幼儿园,陕西省,西安市,鄠邑区,,西安市鄠邑区,029-84941956,"108.703974,34.116108",B001D0VS7W,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.703974,34.116108,科教文化服务,学校
童星幼儿园(127村道),陕西省,西安市,鄠邑区,,苍游镇127村道童星幼儿园(赵王镇小学南),,"108.698917,34.156346",B001D08OXQ,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.698917,34.156346,科教文化服务,学校
西安电子科技大学北校区阶梯教室楼,陕西省,西安市,雁塔区,,太白南路2西安电子科技大学北校区,,"108.920294,34.232411",B0FFFDCE7U,,,B001D09SOI,[],[],[],[],,科教文化服务;学校;学校,[],,,141200,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,108.920294,34.232411,科教文化服务,学校
郭杜街道哆唻咪幼儿园,陕西省,西安市,长安区,,[],,"108.855315,34.138187",B0FFLKVHRG,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.855315,34.138187,科教文化服务,学校
长安区职教中心,陕西省,西安市,长安区,,建业三路北,029-85843333,"108.874724,34.153649",B001D09RF3,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,[],,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.874724,34.153649,科教文化服务,学校
中国空间技术研究院西安分院,陕西省,西安市,长安区,,韦曲西街150号,029-85613114,"108.915099,34.159186",B001D09RHU,,,[],[],[],[],[],,科教文化服务;科研机构;科研机构,[],,,141300,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.915099,34.159186,科教文化服务,科研机构
西安传媒专修学院,陕西省,西安市,长安区,,大学城城南大道西侧,029-89231300,"108.919195,34.149660",B0FFK7F9SW,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.919195,34.14966,科教文化服务,学校
西安外国语大学长安校区,陕西省,西安市,长安区,,文苑南路6号,029-85319274;029-85319401,"108.875929,34.135531",B001D14VD2,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.875929,34.135531,科教文化服务,学校
陕西通信技师学院,陕西省,西安市,长安区,,郭杜镇杜回村,029-85840005,"108.871064,34.12469",B001D09R4V,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,[],,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.871064,34.12469,科教文化服务,学校
高新区第十二幼儿园,陕西省,西安市,长安区,,兴隆三路兴隆社区小学东北侧约280米,,"108.814601,34.131996",B0FFLK445E,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.814601,34.131996,科教文化服务,学校
京师爱顿幼儿园,陕西省,西安市,长安区,,西太路大仁新苑,,"108.850769,34.153483",B0FFLB3IL6,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.850769,34.153483,科教文化服务,学校
西安医学高等专科学校,陕西省,西安市,鄠邑区,,秦镇105县道,029-81483333;029-81483456,"108.730084,34.111556",B001D08ON6,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,[],,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.730084,34.111556,科教文化服务,学校
高新尚恩.礼贤园,陕西省,西安市,长安区,,礼贤嘉苑人才公寓5号楼,,"108.853238,34.158443",B0H1NA7HUW,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.853238,34.158443,科教文化服务,学校
西安高新区第三十六小学,陕西省,西安市,长安区,,兴隆社区三区南门旁,,"108.811678,34.129693",B0HAYSZ84Z,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.811678,34.129693,科教文化服务,学校
西安高新区第二十二小学,陕西省,西安市,长安区,,毕原二路,,"108.797883,34.168392",B0GRJUOP54,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.797883,34.168392,科教文化服务,学校
高新区第三十七小学,陕西省,西安市,长安区,,郭杜街道邓店村,,"108.852651,34.154141",B0H12M83FP,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.852651,34.154141,科教文化服务,学校
西安高新第三十一小学,陕西省,西安市,长安区,,经十九路2号,029-89231130,"108.840379,34.155080",B0FFLCT10L,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.840379,34.15508,科教文化服务,学校
西安高新区第六初级中学(西安高新第一中学第二分校),陕西省,西安市,长安区,,毕原二路,,"108.797342,34.167154",B0GR6AXN14,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.797342,34.167154,科教文化服务,学校
西安电子科技大学长安学院,陕西省,西安市,长安区,,西沣路郭杜北段6号,,"108.863815,34.161594",B0FFGKSMRI,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.863815,34.161594,科教文化服务,学校
西北大学数学学院数学系,陕西省,西安市,长安区,,郭杜镇学府大道1号西北大学南校区西北大学南校区数学学院《纯粹数学与应用数学》编辑部附近,,"108.873595,34.146292",B0FFHEOGFJ,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.873595,34.146292,科教文化服务,学校
